Stimulus;Q_ID;Question;Q_Importance;Participant_ID;Group;Subgroup;Participant_Robot_Experience;Participant_Avg_Attitudes_S;Participant_Average_Attitudes_P
vid9;Q1;Why did you fold this t-shirt this way?;4.0;p84;why;why-did-you;2;6.2;6.2
vid9;Q1;Do you think you did a good job of folding the shirt?;3.0;p87;self/task-assessment;performance;1;5.2;3.2
vid9;Q1;What is the fabric of the shirt?;4.0;p88;environment-state;object-properties;1;4.6;3.8
vid9;Q1;Can you fold a shirt with more care?;4.0;p91;what-abilities;ability-modification;3;5.0;4.2
vid9;Q1;Are there other ways that the shirt can be folded?;3.0;p95;what-abilities;ability-modification;2;5.6;5.6
vid9;Q1;Did you iron the shirt before folding it?;4.0;p99;execution-details;what-actions;1;5.6;4.8
vid9;Q2;did you noticed any stain or dirt on the t-shirt;5.0;p21;environment-state;object-properties;3;7.0;5.6
vid9;Q2;Did you check if the shirt was clean?;5.0;p23;self/task-assessment;did-you-ensure;1;6.2;5.4
vid9;Q2;Is there other ways to fold;2.0;p27;what-abilities;ability-modification;3;4.8;4.2
vid9;Q2;Was the shirt placed in the drawer;3.0;p28;execution-details;what-actions;2;4.4;3.6
vid9;Q2;Can you place my folded clothes into a place that I specify?;4.0;p29;what-abilities;extra-ability;3;6.6;5.8
vid9;Q2;Why do you look upset?;3.0;p32;why;why-did-you;4;5.4;4.2
vid9;Q2;Do you use the same algorithm for shirts?;3.0;p35;technical-details;what-model;5;7.0;6.0
vid9;Q2;How do you ensure the t-shirt is folded neatly and without wrinkles?;4.0;p38;potential-issues;how-to-ensure-correctness;4;6.2;4.8
vid9;Q2;did you fold it carefully;5.0;p41;self/task-assessment;performance;1;6.4;3.4
vid9;Q2;Should the item be folded or should it be put on a hanger instead?;2.0;p44;mental-state;check-understanding/beliefs;1;5.2;4.4
vid9;Q2;Can you be adjusted to complete task even faster?;5.0;p45;what-abilities;ability-modification;5;6.0;6.2
vid9;Q2;Is there another task you would prefer to do in that moment?;2.0;p47;mental-state;preferences;3;5.0;4.6
vid9;Q2;Do you think you need improvement in that aspect?;4.0;p49;self/task-assessment;performance;4;5.6;6.2
vid9;Q2;How long does it take to complete the task ;5.0;p50;time;how-long;1;6.6;6.6
vid9;Q2;Is there an easier way to fold clothes?;1.0;p53;self/task-assessment;performance;1;4.2;3.4
vid9;Q2;How did you know that the shirt could not be folded up any smaller?;2.0;p58;how-did-you-know;goal-achieved;1;5.8;4.6
vid9;Q2;Are you able to hand the clothes without any problem?;4.0;p59;self/task-assessment;difficulty;3;3.2;2.8
vid9;Q2;DOES IT IDENTIFY THE COLOURS OF THE CLOTHES ;3.0;p63;technical-details;how-does-it-work;6;4.6;3.8
vid9;Q2;Was this the shirt that had been requested?;4.0;p64;self/task-assessment;correctness;1;5.0;4.4
vid9;Q2;Can you do the job better?;3.0;p72;what-abilities;ability-modification;1;6.6;6.2
vid9;Q2;Why was your movement so rigid and not more fluid like a person's?;4.0;p74;why;why-did-you;5;6.8;5.4
vid9;Q2;Is there any other way to do that?;2.0;p77;execution-details;what-options;1;6.6;5.4
vid9;Q2;Can you tell what material this t-shirt is made of?;3.0;p84;environment-state;object-properties;2;6.2;6.2
vid9;Q2;Were you careful when you handed over the shirt to the human?;4.0;p87;self/task-assessment;performance;1;5.2;3.2
vid9;Q2;Does the shirt need to be ironed in order to look presentable?;2.0;p88;future-actions;what-needs-to-be-done;1;4.6;3.8
vid9;Q2;Can you fold a shirt faster?;4.0;p91;what-abilities;ability-modification;3;5.0;4.2
vid9;Q2;Can other garments be folded in a similar way?;3.0;p95;what-abilities;ability-modification;2;5.6;5.6
vid9;Q2;Did you take the shirt from the wardrobe?;3.0;p99;execution-details;what-actions;1;5.6;4.8
vid9;Q3;did you iron the t-shirt?;5.0;p21;execution-details;what-actions;3;7.0;5.6
vid9;Q3;Were you able to organize the clothes by colour?;4.0;p23;self/task-assessment;success;1;6.2;5.4
vid9;Q3;Can you fold a stack of shirts?;2.0;p28;what-abilities;ability-modification;2;4.4;3.6
vid9;Q3;How much weight can you hold?;2.0;p29;what-abilities;ability-limits;3;6.6;5.8
vid9;Q3;Can this technique be applied to all kinds of clothes?;4.0;p35;what-abilities;ability-modification;5;7.0;6.0
vid9;Q3;What would you do if the t-shirt was inside out??;4.0;p38;potential-issues;what-if;4;6.2;4.8
vid9;Q3;is it clean;5.0;p41;environment-state;object-properties;1;6.4;3.4
vid9;Q3;Does the item need ironing?;2.0;p44;future-actions;what-needs-to-be-done;1;5.2;4.4
vid9;Q3;Can you iron the t-shirt?;5.0;p45;what-abilities;extra-ability;5;6.0;6.2
vid9;Q3;How do you know how to fold the shirt in the correct way?;4.0;p47;how-did-you-know;steps-to-take;3;5.0;4.6
vid9;Q3;Can you learn from me how to do some tasks?;4.0;p49;what-abilities;ability-to-learn;4;5.6;6.2
vid9;Q3;It is aware of any damages It may cause ?;5.0;p50;what-abilities;extra-ability;1;6.6;6.6
vid9;Q3;What other tasks are easier for you?;2.0;p53;self/task-assessment;difficulty;1;4.2;3.4
vid9;Q3;How would you take care of clothing so as not to rip it when handling it?;4.0;p58;potential-issues;how-to-ensure-correctness;1;5.8;4.6
vid9;Q3;do you need any kind of power to function?;4.0;p59;technical-details;how-does-it-work;3;3.2;2.8
vid9;Q3;DOES IT ONLY RESPOND TO SPECIFIC PEOPLE OR ANYONE CAN INSTRUCT IT ;4.0;p63;technical-details;who-has-control;6;4.6;3.8
vid9;Q3;Were you able to use the iron safely and without burning the clothes.;5.0;p64;self/task-assessment;correctness;1;5.0;4.4
vid9;Q3;How did you determine the correct amount of force to apply to the t-shirt?;4.0;p74;how-did-you-decide;steps-to-take;5;6.8;5.4
vid9;Q3;How do you learn to do that?;3.0;p77;how-did-you-know;steps-to-take;1;6.6;5.4
vid9;Q3;Can you complete the task by a specific time?;4.0;p84;time, what-abilities;how-long, ability-modification;2;6.2;6.2
vid9;Q3;What could you do to improve your ability to fold clothes?;3.0;p87;future-actions;how-to-improve;1;5.2;3.2
vid9;Q3;How does the fabric feel to touch?;2.0;p88;environment-state;object-properties;1;4.6;3.8
vid9;Q3;What speed can you adequately fold a shirt?;4.0;p91;time;how-long;3;5.0;4.2
vid9;Q3;How hard was it to learn how to execute a command like this?;4.0;p95;self/task-assessment;difficulty;2;5.6;5.6
vid9;Q3;What is the colour of the shirt?;2.0;p99;environment-state;object-properties;1;5.6;4.8
vid9;Q4;Why did you hand over the t-shirt like that?;3.0;p32;why;why-did-you;4;5.4;4.2
vid9;Q4;"Can you fold different types of clothing, such as pants or long-sleeved shirts?
";5.0;p38;what-abilities;extra-ability;4;6.2;4.8
vid9;Q4;Is the item of clothing clean or does it need to go in for another wash?;2.0;p44;environment-state;object-properties;1;5.2;4.4
vid9;Q4;Do you think folding is easy for me?;3.0;p49;mental-state;check-understanding/beliefs;4;5.6;6.2
vid9;Q4;Do you like performing these tasks ?;4.0;p53;mental-state;emotions;1;4.2;3.4
vid9;Q4;DO THEY GET TRAINING TO IMPROVE THEIR SKILLS , AS HUMAN BEINGS ARE;5.0;p63;technical-details;how-does-it-work;6;4.6;3.8
vid9;Q4;Did you consider any other ways to fold it? If so, why did you choose this method?;5.0;p74;how-did-you-decide;steps-to-take;5;6.8;5.4
vid9;Q4;Is the shirt clean?;4.0;p99;environment-state;object-properties;1;5.6;4.8
vid10;Q1;How you find using the dishwasher;4.0;p24;mental-state;emotions;1;4.8;4.6
vid10;Q1;Which way should cups be placed in dishwasher;4.0;p27;mental-state;check-understanding/beliefs;3;4.8;4.2
vid10;Q1;Did you checked if there were more dishes to the dishwasher in the kitchen?;3.0;p28;self/task-assessment;did-you-ensure;2;4.4;3.6
vid10;Q1;Did the dishes look rinsed when you put them in the dishwasher? ;3.0;p30;environment-state;object-properties;1;6.8;5.0
vid10;Q1;How do you differentiate between what to load or what not to load into the dishwasher?;5.0;p34;how-did-you-decide;goal-objects;2;5.8;4.0
vid10;Q1;Why did you place the cup on its side?;5.0;p36;why;why-did-you;1;4.6;3.0
vid10;Q1;Why did you place the mug on the top rack of the dishwasher and the plate on the bottom rack?;5.0;p38;why;why-did-you;4;6.2;4.8
vid10;Q1;How did you know to put what utensil where;5.0;p39;how-did-you-know;goal-properties;4;6.6;4.8
vid10;Q1;How did you determine which dishes to load?;4.0;p40;how-did-you-decide;goal-objects;5;6.0;6.0
vid10;Q1;Did you load the dish washer as per the manufactures intstructions and if not why not?;2.0;p44;self/task-assessment, why;correctness, why-not-alternative;1;5.2;4.4
vid10;Q1;How did you determine which items needed to go into the dishwasher? ;4.0;p46;how-did-you-decide;goal-objects;1;4.8;4.4
vid10;Q1;How do you not smash the crockery?;4.0;p47;potential-issues;how-to-ensure-correctness;3;5.0;4.6
vid10;Q1;why does it place the dishes in the way that it does in the video?;4.0;p48;why;why-did-you;1;6.8;5.0
vid10;Q1;Did you run the dishwasher?;3.0;p53;execution-details;what-actions;1;4.2;3.4
vid10;Q1;How important is it that you avoid breaking a dish you're trying to load?;5.0;p55;mental-state;check-understanding/beliefs;6;7.0;6.2
vid10;Q1;How many items did you put in the dishwasher?;4.0;p56;execution-details;what-quantity;1;6.2;3.4
vid10;Q1;Did you check there was a dishwashing tablet or detergent in the dishwasher?;4.0;p57;self/task-assessment;did-you-ensure;1;5.6;3.8
vid10;Q1;How do you know the difference between clean and dirty dishes to load?;4.0;p61;how-did-you-know;object-properties;1;5.2;6.2
vid10;Q1;why did you wipe the kitchen counter at the beginning of your work?;1.0;p71;why;why-did-you;3;4.6;5.4
vid10;Q1;Why didn't you put the glass in the dishwasher correctly?;5.0;p72;why;why-issues;1;6.6;6.2
vid10;Q1;Why did you take things from countertop?;5.0;p81;why;why-did-you;1;6.2;1.8
vid10;Q1;"How do you charge yourself?
";3.0;p82;technical-details;how-does-it-work;1;5.6;4.8
vid10;Q1;Are you able to start the dishwasher;5.0;p83;what-abilities;extra-ability;3;5.8;4.0
vid10;Q1;Are you able to load the dishwasher in a more space efficient manner? ;4.0;p86;what-abilities;ability-modification;4;5.6;4.2
vid10;Q1;Is the dishwasher full now?;3.0;p89;environment-state;object-properties;3;5.2;5.4
vid10;Q1;how often does it clean;5.0;p90;time;frequency;7;7.0;7.0
vid10;Q1;How are you able to tell that all the items that need to be washed have been loaded in to the dishwasher?;4.0;p92;how-did-you-know;goal-achieved;1;5.2;4.2
vid10;Q1;did you find it easy to load the dishes;3.0;p96;self/task-assessment;difficulty;1;6.4;4.2
vid10;Q2;Did you pack them carefully avoiding breakage?;4.0;p24;self/task-assessment;did-you-ensure;1;4.8;4.6
vid10;Q2;Why wipe the counter down before loading;2.0;p27;why;why-action-order;3;4.8;4.2
vid10;Q2;why wasnt the cup you put in the dishwasher in vertical way?;3.0;p28;why;why-not-alternative;2;4.4;3.6
vid10;Q2;What setting did you put for the dishwasher?;4.0;p30;execution-details;how-was-it-done;1;6.8;5.0
vid10;Q2;Do you follow manual instructions/commands from the owner of house if they have certain restrictions on what needs to go into the dishwasher?;4.0;p34;what-abilities;ability-modification;2;5.8;4.0
vid10;Q2;Are you not afraid the plate will fall from the kitchen counter if you place it on the edge like that?;4.0;p36;mental-state;check-understanding/beliefs;1;4.6;3.0
vid10;Q2;How do you determine the correct orientation for placing the dishes in the dishwasher?;5.0;p38;how-did-you-decide;goal-properties;4;6.2;4.8
vid10;Q2;How do you know if an item is dishwasher friendly;5.0;p39;how-did-you-know;object-properties;4;6.6;4.8
vid10;Q2;How did you insure the dishes were loaded correctly?;4.0;p40;potential-issues;how-to-ensure-correctness;5;6.0;6.0
vid10;Q2;Did you come across any dishes or glasses that were cracked?;2.0;p44;environment-state;object-properties;1;5.2;4.4
vid10;Q2;Did you place the items in a way to make sure that they won't break? ;4.0;p46;self/task-assessment;did-you-ensure;1;4.8;4.4
vid10;Q2;How long does this task take you?;4.0;p47;time;how-long;3;5.0;4.6
vid10;Q2;If the dishwasher was partially loaded, what would it do?;4.0;p48;potential-issues;what-if;1;6.8;5.0
vid10;Q2;Did you put the jam in the fridge or cupboard?;3.0;p53;execution-details;what-location;1;4.2;3.4
vid10;Q2;Is there a certain number of dishes you aim to load within a certain period of time?;4.0;p55;execution-details;what-goal;6;7.0;6.2
vid10;Q2;What setting did you put the dishwasher on?;3.0;p56;execution-details;how-was-it-done;1;6.2;3.4
vid10;Q2;Did you turn the dishwasher on?;3.0;p57;execution-details;what-actions;1;5.6;3.8
vid10;Q2;Do you know the dishwasher capacity already, or measure the available space when loading?;4.0;p61;how-did-you-know;object-properties;1;5.2;6.2
vid10;Q2;Why did you prioritize cups first?;1.0;p71;why;why-action-order;3;4.6;5.4
vid10;Q2;What system did you use?;4.0;p72;execution-details;how-was-it-done;1;6.6;6.2
vid10;Q2;Why you choose to put dishes into dishwasher in such order?;2.0;p81;why;why-action-order;1;6.2;1.8
vid10;Q2;Can you do more things?;3.0;p82;what-abilities;ability-list;1;5.6;4.8
vid10;Q2;Are you able to tell me if were low on forks;3.0;p83;environment-state;availability;3;5.8;4.0
vid10;Q2;How to you tell the difference between dishes that need to be washed and clean ones? ;3.0;p86;how-did-you-know;object-properties;4;5.6;4.2
vid10;Q2;Did you rinse the dishes before loading them into the dishwasher?;2.0;p89;execution-details;what-actions;3;5.2;5.4
vid10;Q2;does it charge itself;5.0;p90;technical-details;how-does-it-work;7;7.0;7.0
vid10;Q2;Can you tell the difference between items that can and cannot go in the dishwasher?;5.0;p92;what-abilities;extra-ability;1;5.2;4.2
vid10;Q2;how did you know which dishes to place where;4.0;p96;how-did-you-know;goal-properties;1;6.4;4.2
vid10;Q3;How did you know that you must separate the dishes?;3.0;p24;how-did-you-know;steps-to-take;1;4.8;4.6
vid10;Q3;Was my favorite cup included in the dishes you put in the dishwasher? ;2.0;p30;execution-details;what-objects;1;6.8;5.0
vid10;Q3;Do you also assess if the vessels or other stuff loaded into the dishwasher are properly cleaned?;4.0;p34;self/task-assessment;did-you-ensure;2;5.8;4.0
vid10;Q3;What factors do you take into consideration when performing your tasks?;4.0;p36;how-did-you-decide;steps-to-take;1;4.6;3.0
vid10;Q3;Can you differentiate between dishwasher-safe and non-dishwasher-safe items?;4.0;p38;what-abilities;extra-ability;4;6.2;4.8
vid10;Q3;What safety checks do you perform before starting the dishwasher;4.0;p39;potential-issues;how-to-ensure-correctness;4;6.6;4.8
vid10;Q3;Is it easy to carry such task?;3.0;p40;self/task-assessment;difficulty;5;6.0;6.0
vid10;Q3;Did you put things that not meant for the dish washer into the dishwasher;3.0;p44;self/task-assessment;correctness;1;5.2;4.4
vid10;Q3;If you make a mistake, how do you correct it? ;4.0;p46;potential-issues;what-if;1;4.8;4.4
vid10;Q3;Do I need to wash the dishes before you can load the dishwasher?;3.0;p47;future-actions;assistance-need;3;5.0;4.6
vid10;Q3;Can it determine if certain dishes are too fragile?;4.0;p48;what-abilities;extra-ability;1;6.8;5.0
vid10;Q3;Did you enjoy this task?;2.0;p53;mental-state;emotions;1;4.2;3.4
vid10;Q3;What do you do if you make a mistake?;5.0;p55;potential-issues;what-if;6;7.0;6.2
vid10;Q3;Can you calculate how much energy it cost me in pounds to put that wash on?;4.0;p56;what-abilities;extra-ability;1;6.2;3.4
vid10;Q3;Can you wash dishes by hand also?;2.0;p57;what-abilities;extra-ability;1;5.6;3.8
vid10;Q3;How do you handle unusually shaped items?;4.0;p71;potential-issues;what-if;3;4.6;5.4
vid10;Q3;Can you work faster?;3.0;p72;what-abilities;ability-modification;1;6.6;6.2
vid10;Q3;What did you do with all things you took from countertop?;4.0;p81;execution-details;what-actions;1;6.2;1.8
vid10;Q3;Can you wash the dishes too?;3.0;p82;what-abilities;extra-ability;1;5.6;4.8
vid10;Q3;Were any of the dishes still dirty after rinsing them?;2.0;p89;environment-state;object-properties;3;5.2;5.4
vid10;Q3;number of dishes;5.0;p90;execution-details;what-quantity;7;7.0;7.0
vid10;Q3;How easy is it to navigate in the small space?;3.0;p92;self/task-assessment;difficulty;1;5.2;4.2
vid10;Q3;was the task easy or difficult;3.0;p96;self/task-assessment;difficulty;1;6.4;4.2
vid10;Q4;What would you do if the dishwasher is already fulll?;4.0;p38;potential-issues;what-if;4;6.2;4.8
vid10;Q4;How do you know what is machine washable and what is not?;4.0;p44;how-did-you-know;object-properties;1;5.2;4.4
vid10;Q4;Did you make any mistakes?;3.0;p53;self/task-assessment;correctness;1;4.2;3.4
vid10;Q4;Can you hand dry the dishes? ;2.0;p86;what-abilities;extra-ability;4;5.6;4.2
vid10;Q4;Did you detect any broken items or any items that perhaps need replacing?;2.0;p89;environment-state, future-actions;object-properties, what-needs-to-be-done;3;5.2;5.4
vid11;Q1;what did you feed the cat;5.0;p21;execution-details;what-objects;3;7.0;5.6
vid11;Q1;Did you measure how much food to give?;5.0;p23;execution-details;what-actions;1;6.2;5.4
